Model Name,Shadowing,Description,Display As,Dimensions,String Type,String Count,Node Count,Light Count,Est Current (Amps),Channels Per Node, Channel Count,Start Channel,Start Channel No,#Universe(or id):Start Channel,End Channel No,Default Buffer W x H,Preview,Controller Ports,Connection Protocol,Connection Attributes,Controller Name,Controller Type,Protocol,Controller Description,IP,Baud,Universe/Id,Universe Channel,Controller Channel,Active
"Rotating Beacon 06 (O)","","","Single Line","Length 0.00in","Single Color Custom",1,1,1,,1,1,@Rotating Beacon 01 (R):1,150,#2:22,150,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,22,22,
"Rotating Beacon 07 (R)","","","Single Line","Length 0.00in","Single Color Red",1,1,1,,1,1,>Rotating Beacon 01 (R):1,151,#2:23,151,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,23,23,
"Rotating Beacon 08 (G)","","","Single Line","Length 0.00in","Single Color Green",1,1,1,,1,1,@Rotating Beacon 07 (R):1,151,#2:23,151,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,23,23,
"Rotating Beacon 09 (B)","","","Single Line","Length 0.00in","Single Color Blue",1,1,1,,1,1,@Rotating Beacon 07 (R):1,151,#2:23,151,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,23,23,
"Rotating Beacon 10 (O)","","","Single Line","Length 0.00in","Single Color Custom",1,1,1,,1,1,@Rotating Beacon 07 (R):1,151,#2:23,151,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,23,23,
"Rotating Beacon 11 (O)","","","Single Line","Length 0.00in","Single Color Custom",1,1,1,,1,1,@Rotating Beacon 07 (R):1,151,#2:23,151,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,23,23,
"Rotating Beacons {LCR} (RGBO)",,"Rotating Beacons {L} (RGBO), Rotating Beacons {R} (RGBO)","ModelGroup",,,,,,,,,,,,,400 x 76,Default
"Rotating Beacons {L} (RGBO)",,"Rotating Beacon 01 (R), Rotating Beacon 02 (G), Rotating Beacon 03 (B), Rotating Beacon 04 (B), Rotating Beacon 05 (O), Rotating Beacon 06 (O)","ModelGroup",,,,,,,,,,,,,400 x 74,Default
"Rotating Beacons {R} (RGBO)",,"Rotating Beacon 07 (R), Rotating Beacon 08 (G), Rotating Beacon 09 (B), Rotating Beacon 10 (O), Rotating Beacon 11 (O)","ModelGroup",,,,,,,,,,,,,400 x 130,Default
"Rotating Beacons- All Individual {LCRFB} (RGBO)",,"Rotating Beacon 01 (R), Rotating Beacon 02 (G), Rotating Beacon 03 (B), Rotating Beacon 04 (B), Rotating Beacon 05 (O), Rotating Beacon 06 (O), Rotating Beacon 07 (R), Rotating Beacon 08 (G), Rotating Beacon 09 (B), Rotating Beacon 10 (O), Rotating Beacon 11 (O)","ModelGroup",,,,,,,,,,,,,400 x 76,Default
"Santa in the Window","","","Image","Width 50.03in Height 80.05in","Single Color White",1,1,2,,1,1,@Amplifier 12V:1,154,#2:26,154,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,26,26,
"Snow Group",,"Snow Lake (W), Snowfall Projectors (WB), Swirlies- Snowflakes (WB), Snowman (W), Penguins","ModelGroup",,,,,,,,,,,,,400 x 77,Default
"Snow Lake (W)","","","Image","Width 96.05in Height 48.03in","Single Color White",1,1,2,,1,1,90,90,#1:90,90,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,90,90,
"Snow Lake with Deer (W)",,"Snow Lake (W), Deer 1, Deer 2","ModelGroup",,,,,,,,,,,,,52 x 19,Default
"Snowfall Projectors (WB)","","","Image","Width 152.26in Height 160.02in","Single Color White",1,1,2,,1,1,91,91,#1:91,91,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,91,91,
"Snowflake Arrow","","","Custom","Width 15.73in Height 15.69in Depth 72.28in","RGB Nodes",1,36,36,1.98,3,108,!APix16 5V Out #7 Snowflakes:1,4625,#15:1,4732,64 x 64,"Default",0,ws2811,,"APix16 5V Out #7 Snowflakes",HolidayCoro AlphaPix 16,E131,"4 Boscoyo 36 pix snowflakes",10.3.12.16,,15,1,1,
"Snowflake Diamond","","","Custom","Width 15.58in Height 15.63in Depth 54.98in","RGB Nodes",1,36,36,1.98,3,108,>Snowflake Arrow:1,4733,#15:109,4840,64 x 64,"Default",0,ws2811,,"APix16 5V Out #7 Snowflakes",HolidayCoro AlphaPix 16,E131,"4 Boscoyo 36 pix snowflakes",10.3.12.16,,15,109,109,
"Snowflake Three-Prong","","","Custom","Width 15.23in Height 15.52in Depth 72.21in","RGB Nodes",1,36,36,1.98,3,108,>Snowflake Diamond:1,4841,#15:217,4948,64 x 64,"Default",0,ws2811,,"APix16 5V Out #7 Snowflakes",HolidayCoro AlphaPix 16,E131,"4 Boscoyo 36 pix snowflakes",10.3.12.16,,15,217,217,
"Snowflake Two-Prong","","","Custom","Width 15.54in Height 15.60in Depth 80.92in","RGB Nodes",1,36,36,1.98,3,108,>Snowflake Three-Prong:1,4949,#15:325,5056,64 x 64,"Default",0,ws2811,,"APix16 5V Out #7 Snowflakes",HolidayCoro AlphaPix 16,E131,"4 Boscoyo 36 pix snowflakes",10.3.12.16,,15,325,325,
"Snowflakes Group",,"Snowflake Arrow, Snowflake Diamond, Snowflake Three-Prong, Snowflake Two-Prong","ModelGroup",,,,,,,,,,,,,204 x 53,Default
"Snowman (W)","","","Image","Width 44.58in Height 55.07in","Single Color White",1,1,2,,1,1,77,77,#1:77,77,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,77,77,
"Sorcerers Apprentice (150)","","","Custom","Width 30.72in Height 44.74in Depth 100.06in","RGB Nodes",1,150,150,8.25,3,450,!APix16 12V Out #13 Sorcerer's Apprentice:1,7667,#23:1,8116,100 x 175,"Default",0,ws2811,,"APix16 12V Out #13 Sorcerer's Apprentice",HolidayCoro AlphaPix 16,E131,"Sorcerer's Apprentice by Lamp Post",10.3.12.16,,23,1,1,
"Star Wreath Ring Mega Triangle Topper","","","Custom","Width 28.08in Height 27.95in Depth 370.65in","RGB Nodes",1,105,105,5.78,3,315,!WLED Star of Stars:1,18575,#47:1,18889,67 x 98,"Default",0,ws2811,,"WLED Star of Stars",WLED WLED - Generic ESP8266,E131,"Star of Stars at top of Mega Triangle",10.3.12.8,,47,1,1,DISABLED
"Star of Bethlehem","","","Custom","Width 15.01in Height 43.22in Depth 0.25in","RGB Nodes",1,106,106,5.83,3,318,!APix16 12V Out #12 Star of Bethlehem:1,7349,#22:1,7666,25 x 72,"Default",0,ws2811,,"APix16 12V Out #12 Star of Bethlehem",HolidayCoro AlphaPix 16,E131,"Double sided Star of Bethlehem over manger",10.3.12.16,,22,1,1,
"Strobes",,"Strobes- C9- Bushes {BLC} (W), Strobes- C9- Roof Bushes Trees {R} (W), Strobes- C9- Trees {FC} (W), Strobes- 5mm- Bushes {BLC} (W)","ModelGroup",,,,,,,,,,,,,400 x 69,Default
"Strobes- 5mm- Bushes {BLC} (W)",,"Strobes- 5mm- Bushes {C} (W), Strobes- 5mm- Bushes {L} (W)","ModelGroup",,,,,,,,,,,,,400 x 33,Default
"Strobes- 5mm- Bushes {C} (W)","","","Matrix","Width 504.29in Height 1.25in","Strobes",1,1,10,,1,1,@Strobes- 5mm- Bushes {L} (W):1,69,#1:69,69,1 x 1,"Default",0,dmx,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,69,69,
"Strobes- 5mm- Bushes {L} (W)","","","Tree","Width 35.15in Height 150.09in Depth 35.15in","Strobes",1,1,100,,1,1,>Bushes 2.3 {L} Low (O):1,69,#1:69,69,1 x 1,"Default",0,dmx,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,69,69,
"Strobes- C9- Bushes {BLC} (W)",,"Strobes- C9- Bushes {L} (W), Strobes- C9- Bushes {C} (W)","ModelGroup",,,,,,,,,,,,,400 x 8,Default
"Strobes- C9- Bushes {C} (W)","","","Matrix","Width 315.18in Height 1.00in","Strobes",1,1,5,,1,1,@Strobes- C9- Bushes {L} (W):1,70,#1:70,70,1 x 1,"Default",0,dmx,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,70,70,
"Strobes- C9- Bushes {L} (W)","","","Matrix","Width 181.52in Height 1.00in","Strobes",1,1,4,,1,1,70,70,#1:70,70,1 x 1,"Default",0,dmx,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,70,70,
"Strobes- C9- Bushes {R} (W)","","","Matrix","Width 1.00in Height 1.50in","Strobes",1,1,3,,1,1,199,199,#2:71,199,1 x 1,"Default",0,dmx,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,71,71,
"Strobes- C9- Roof","","","Single Line","Length 490.30in","Strobes",1,1,9,,1,1,@Strobes- C9- Bushes {R} (W):1,199,#2:71,199,1 x 1,"Default",0,ws2811,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,71,71,
"Strobes- C9- Roof Bushes Trees {R} (W)",,"Strobes- C9- Bushes {R} (W), Strobes- C9- Roof","ModelGroup",,,,,,,,,,,,,400 x 31,Default
"Strobes- C9- Tree- Big Pixel {FC} (W)","","","Single Line","Length 41.89in","Strobes",1,1,4,,1,1,@Strobes- C9- Trees- Tomato- Row A {F} (W):1,59,#1:59,59,1 x 1,"Default",0,ws2811,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,59,59,
"Strobes- C9- Trees {FC} (W)",,"Strobes- C9- Trees- Tomato- Row A {F} (W), Strobes- C9- Trees- Tomato- Row B {BL} (W), Strobes- C9- Trees- Tomato- Row B {BR} (W), Strobes- C9- Tree- Big Pixel {FC} (W)","ModelGroup",,,,,,,,,,,,,364 x 38,Default
"Strobes- C9- Trees- Tomato- Row A {F} (W)","","","Poly Line","Length 386.77in","Strobes",1,1,8,,1,1,59,59,#1:59,59,1 x 1,"Default",0,ws2811,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,59,59,
"Strobes- C9- Trees- Tomato- Row B {BL} (W)","","","Poly Line","Length 299.40in","Strobes",1,1,5,,1,1,@Strobes- C9- Trees- Tomato- Row A {F} (W):1,59,#1:59,59,1 x 1,"Default",0,ws2811,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,59,59,
"Strobes- C9- Trees- Tomato- Row B {BR} (W)","","","Poly Line","Length 304.64in","Strobes",1,1,5,,1,1,@Strobes- C9- Trees- Tomato- Row A {F} (W):1,59,#1:59,59,1 x 1,"Default",0,ws2811,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,59,59,
"Swiriles- Candy Canes (RG)",,"Swirlies- Candy Canes {L} (RG), Swirlies- Candy Canes {R} (RG)","ModelGroup",,,,,,,,,,,,,237 x 1,Default
"Swirlies Projectors",,"Swirlies- Big Nick Fire (RO), Swirlies- Driveway (RGB), Swirlies- Manger Stars (RWB), Swirlies- Oak (RGB), Swirlies- Pine (GO), Swirlies- Snowflakes {L} (WB), Swirlies- Snowflakes {R} (WB), Swirlies- Street (M)","ModelGroup",,,,,,,,,,,,,400 x 177,Default
"Swirlies Spinny Group (M)",,"Swirlies Projectors, Lasers Group, UFOs (RGB), Rotating Beacons {LCR} (RGBO), Disco Balls (M)","ModelGroup",,,,,,,,,,,,,400 x 110,Default
"Swirlies- Big Nick Fire (RO)","","","Image","Width 30.02in Height 96.05in","Single Color White",1,1,2,,1,1,202,202,#2:74,202,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,74,74,
"Swirlies- Candy Canes {L} (RG)","","","Image","Width 60.03in Height 60.03in","Single Color White",1,1,2,,1,1,203,203,#2:75,203,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,75,75,
"Swirlies- Candy Canes {R} (RG)","","","Image","Width 60.03in Height 60.03in","Single Color White",1,1,2,,1,1,@Swirlies- Candy Canes {L} (RG):1,203,#2:75,203,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,75,75,
"Swirlies- Driveway (RGB)","","","Image","Width 150.09in Height 150.09in","Single Color White",1,1,2,,1,1,219,219,#2:91,219,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,91,91,
"Swirlies- Manger Stars (RWB)","","","Single Line","Length 50.50in","Single Color Custom",1,1,1,,1,1,220,220,#2:92,220,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,92,92,
"Swirlies- Oak (RGB)","","","Image","Width 87.90in Height 89.05in","Single Color White",1,1,2,,1,1,221,221,#2:93,221,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,93,93,
"Swirlies- Pine (GO)","","","Image","Width 87.90in Height 89.05in","Single Color White",1,1,2,,1,1,222,222,#2:94,222,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,94,94,
"Swirlies- Snowflakes (WB)",,"Swirlies- Snowflakes {L} (WB), Swirlies- Snowflakes {R} (WB)","ModelGroup",,,,,,,,,,,,,144 x 1,Default
"Swirlies- Snowflakes {L} (WB)","","","Image","Width 70.04in Height 70.04in","Single Color White",1,1,2,,1,1,92,92,#1:92,92,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,92,92,
"Swirlies- Snowflakes {R} (WB)","","","Image","Width 70.04in Height 70.04in","Single Color White",1,1,2,,1,1,@Swirlies- Snowflakes {L} (WB):1,92,#1:92,92,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,92,92,
"Swirlies- Street (M)","","","Image","Width 87.90in Height 89.05in","Single Color White",1,1,2,,1,1,223,223,#2:95,223,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,95,95,
"Transmitter 12V","","","Single Line","Length 0.00in","Single Color Custom",1,1,1,,1,1,155,155,#2:27,155,1 x 1,"Default",0,,,"APix16 DMX Output 2 Right Yard",HolidayCoro AlphaPix 16,E131,"AC & DC Controllers in the Garage & Right Yard",10.3.12.16,,2,27,27,
"Tree Star- Big Pixel Outside","","","Circle","Width 8.00in Height 8.00in","RGB Nodes",1,8,8,0.44,3,24,>Tree Star- Big Pixel Tree Star Center:1,3674,#12:394,3697,8 x 1,"Default",0,ws2811,,"APix16 5V Out #5 Big Pixel Tree 1 Center",HolidayCoro AlphaPix 16,E131,"Main Pixel Tree Front Center of Forest",10.3.12.16,,12,394,904,
"Tree Star- Big Pixel Tree Star Center","","","Single Line","Length 0.00in","RGB Nodes",1,1,1,0.05,3,3,>Tree- Big Pixel :1,3671,#12:391,3673,1 x 1,"Default",0,,,"APix16 5V Out #5 Big Pixel Tree 1 Center",HolidayCoro AlphaPix 16,E131,"Main Pixel Tree Front Center of Forest",10.3.12.16,,12,391,901,
"Tree- Big AC 1 (M)","","","Tree","Width 35.02in Height 54.03in Depth 35.02in","Single Color Custom",1,1,300,,1,1,53,53,#1:53,53,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,53,53,
"Tree- Big Pixel","","","Tree","Width 35.02in Height 58.53in Depth 35.02in","RGB Nodes",1,300,300,16.50,3,900,!APix16 5V Out #5 Big Pixel Tree 1 Center:1,2771,#11:1,3670,1 x 300,"Default",0,,,"APix16 5V Out #5 Big Pixel Tree 1 Center",HolidayCoro AlphaPix 16,E131,"Main Pixel Tree Front Center of Forest",10.3.12.16,,11,1,1,
"Tree- Rainbow Inflatible",,"Trees- Rainbow 6 {B} (V), Trees- Rainbow 5 (B), Trees- Rainbow 4 (G), Trees- Rainbow 3 (Y), Trees- Rainbow 2 (O), Trees- Rainbow 1 {T} (R)","ModelGroup",,,,,,,,,,,,,1 x 46,Default
"Tree- Singing Female {L}","","","Custom","Width 45.63in Height 45.75in Depth 5021.77in","RGB Nodes",1,254,254,13.97,3,762,!APix16 12V Out #9 Singing Tree Female Left:1,5441,#17:1,6202,320 x 320,"Default",0,ws2811,,"APix16 12V Out #9 Singing Tree Female Left",HolidayCoro AlphaPix 16,E131,"Singing Tree on the Left, ""Gwen""",10.3.12.16,,17,1,1,
"Tree- Singing Male {R}","","","Custom","Width 45.63in Height 45.75in Depth 0.32in","RGB Nodes",1,254,254,13.97,3,762,!APix16 12V Out #10 Singing Tree Male Right:1,6203,#19:1,6964,320 x 320,"Default",0,,,"APix16 12V Out #10 Singing Tree Male Right",HolidayCoro AlphaPix 16,E131,"Singing Tree on the Right ""Blake""",10.3.12.16,,19,1,1,
"Tree- Small {L} (B)","","","Tree","Width 19.38in Height 29.57in Depth 19.38in","Single Color Blue",1,1,100,,1,1,54,54,#1:54,54,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,54,54,
"Tree- Spiral 1 {L} (WR)","","","Tree","Width 36.02in Height 79.03in Depth 36.02in","Single Color Custom",1,1,100,,1,1,49,49,#1:49,49,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,49,49,
"Tree- Spiral 2 {F} (WG)","","","Tree","Width 36.02in Height 79.03in Depth 36.02in","Single Color Custom",1,1,100,,1,1,>Tree- Spiral 1 {L} (WR):1,50,#1:50,50,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,50,50,
"Tree- Spiral 3 {R} (WB)","","","Tree","Width 36.02in Height 79.03in Depth 36.02in","Single Color Custom",1,1,100,,1,1,>Tree- Spiral 2 {F} (WG):1,51,#1:51,51,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,51,51,
"Tree- Spiral 4 {B} (WV)","","","Tree","Width 36.02in Height 79.03in Depth 36.02in","Single Color Custom",1,1,100,,1,1,>Tree- Spiral 3 {R} (WB):1,52,#1:52,52,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,52,52,
"Tree- Tinsel 1 {L} (R)","","","Tree","Width 11.67in Height 21.01in Depth 11.67in","Single Color Red",1,1,100,,1,1,55,55,#1:55,55,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,55,55,
"Tree- Tinsel 2 {R} (R)","","","Tree","Width 11.67in Height 21.01in Depth 11.67in","Single Color Red",1,1,100,,1,1,>Tree- Tinsel 1 {L} (R):1,56,#1:56,56,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,56,56,
"Tree- Tomato A1 Group (RGBW)",,"Tree- Tomato A1.1 (L} (R), Tree- Tomato A1.2 (L} (G), Tree- Tomato A1.3 (L} (B), Tree- Tomato A1.4 {L} (W)","ModelGroup",,,,,,,,,,,,,17 x 57,Default
"Tree- Tomato A1.1 (L} (R)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Red",1,1,100,,1,1,1,1,#1:1,1,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,1,1,
"Tree- Tomato A1.2 (L} (G)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Green",1,1,100,,1,1,>Tree- Tomato A1.1 (L} (R):1,2,#1:2,2,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,2,2,
"Tree- Tomato A1.3 (L} (B)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Blue",1,1,100,,1,1,>Tree- Tomato A1.1 (L} (R):2,3,#1:3,3,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,3,3,
"Tree- Tomato A1.4 {L} (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato A1.1 (L} (R):3,4,#1:4,4,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,4,4,
"Tree- Tomato A2 Group (RGBW)",,"Tree- Tomato A2.1 (R), Tree- Tomato A2.2 (G), Tree- Tomato A2.3 (B), Tree- Tomato A2.4 (W)","ModelGroup",,,,,,,,,,,,,17 x 57,Default
"Tree- Tomato A2.1 (R)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Red",1,1,100,,1,1,>Tree- Tomato A1.1 (L} (R):4,5,#1:5,5,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,5,5,
"Tree- Tomato A2.2 (G)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Green",1,1,100,,1,1,>Tree- Tomato A2.1 (R):1,6,#1:6,6,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,6,6,
"Tree- Tomato A2.3 (B)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Blue",1,1,100,,1,1,>Tree- Tomato A2.1 (R):2,7,#1:7,7,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,7,7,
"Tree- Tomato A2.4 (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato A2.1 (R):3,8,#1:8,8,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,8,8,
"Tree- Tomato A3 Group (RGBW)",,"Tree- Tomato A3.1 (R), Tree- Tomato A3.2 (G), Tree- Tomato A3.3 (B), Tree- Tomato A3.4 (W)","ModelGroup",,,,,,,,,,,,,17 x 57,Default
"Tree- Tomato A3.1 (R)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Red",1,1,100,,1,1,>Tree- Tomato A2.1 (R):4,9,#1:9,9,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,9,9,
"Tree- Tomato A3.2 (G)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Green",1,1,100,,1,1,>Tree- Tomato A3.1 (R):1,10,#1:10,10,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,10,10,
"Tree- Tomato A3.3 (B)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Blue",1,1,100,,1,1,>Tree- Tomato A3.1 (R):2,11,#1:11,11,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,11,11,
"Tree- Tomato A3.4 (W)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Custom",1,1,100,,1,1,>Tree- Tomato A3.1 (R):3,12,#1:12,12,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,12,12,
"Tree- Tomato A4 Group (RGBW)",,"Tree- Tomato A4.1 {CL} (R), Tree- Tomato A4.2 {CL} (G), Tree- Tomato A4.3 {CL} (B), Tree- Tomato A4.4 {CL} (W)","ModelGroup",,,,,,,,,,,,,17 x 57,Default
"Tree- Tomato A4.1 {CL} (R)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Red",1,1,100,,1,1,>Tree- Tomato A3.1 (R):4,13,#1:13,13,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,13,13,
"Tree- Tomato A4.2 {CL} (G)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Green",1,1,100,,1,1,>Tree- Tomato A4.1 {CL} (R):1,14,#1:14,14,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,14,14,
"Tree- Tomato A4.3 {CL} (B)","","","Tree","Width 16.01in Height 54.93in Depth 16.01in","Single Color Blue",1,1,100,,1,1,>Tree- Tomato A4.1 {CL} (R):2,15,#1:15,15,1 x 1,"Default",0,,,"APix16 DMX Output 1 Left Yard",HolidayCoro AlphaPix 16,E131,"AC Controllers in the Left Yard",10.3.12.16,,1,15,15,
